日期编号,订单编号,上车站序,上车站点名称,上车时间,下车站序,下车站点名称,下车时间
1,44,5,AF,20191002191701,7,AH,20191002192317
1,45,25,AZ,20191002152701,43,BR,20191002160201
1,46,2,AC,20191002121001,45,BT,20191002133155
1,47,37,BL,20191002075401,43,BR,20191002080609
1,48,43,BR,20191002090301,46,BU,20191002090914
1,49,41,BP,20191002114801,46,BU,20191002115736
1,50,41,BP,20191002190601,47,BV,20191002191832
1,51,28,BC,20191002081201,34,BI,20191002082105
1,52,44,BS,20191002100501,48,BW,20191002101539
1,53,31,BF,20191002175401,34,BI,20191002180021
1,54,11,AL,20191002160601,17,AR,20191002161552
1,55,2,AC,20191002175501,7,AH,20191002180608
1,56,8,AI,20191002133301,44,BS,20191002144353
1,57,11,AL,20191002092401,37,BL,20191002101934
1,58,4,AE,20191002094001,9,AJ,20191002095106
1,59,43,BR,20191002114101,48,BW,20191002114947
1,60,5,AF,20191002093201,12,AM,20191002095359
1,61,2,AC,20191002154701,7,AH,20191002155453
1,62,5,AF,20191002112501,7,AH,20191002112903
1,63,3,AD,20191002171401,30,BE,20191002180656
1,64,4,AE,20191002141801,44,BS,20191002153754
1,65,11,AL,20191002121501,12,AM,20191002121845
1,66,7,AH,20191002204701,43,BR,20191002214912
1,67,2,AC,20191002201101,27,BB,20191002205545
1,68,31,BF,20191002065401,42,BQ,20191002071936
1,69,8,AI,20191002143101,31,BF,20191002151150
1,70,40,BO,20191002162801,42,BQ,20191002163354
1,71,2,AC,20191002091401,25,AZ,20191002101124
1,72,11,AL,20191002143701,48,BW,20191002154840
1,73,11,AL,20191002084801,47,BV,20191002095723
1,74,42,BQ,20191002082001,48,BW,20191002083408
1,75,8,AI,20191002174801,21,AV,20191002181046
1,76,4,AE,20191002160801,36,BK,20191002170557
1,77,7,AH,20191002125201,31,BF,20191002133203
1,78,11,AL,20191002145001,12,AM,20191002145206
1,79,9,AJ,20191002085701,33,BH,20191002094100
1,80,35,BJ,20191002090501,44,BS,20191002092425
1,81,2,AC,20191002103401,34,BI,20191002113418
1,82,5,AF,20191002104901,8,AI,20191002105653
1,83,43,BR,20191002160001,48,BW,20191002161357
1,84,4,AE,20191002180001,46,BU,20191002192544
1,85,31,BF,20191002163701,35,BJ,20191002164338
1,86,2,AC,20191002194101,8,AI,20191002195256
1,87,1,AB,20191002153101,42,BQ,20191002165142
1,88,2,AC,20191002110201,7,AH,20191002111528
1,89,5,AF,20191002100701,43,BR,20191002112821
1,90,10,AK,20191002154001,34,BI,20191002162318
1,91,30,BE,20191002065701,34,BI,20191002070317
1,92,36,BK,20191002142701,46,BU,20191002144644
1,93,10,AK,20191002170101,47,BV,20191002181235
1,94,8,AI,20191002100701,34,BI,20191002105923
1,95,2,AC,20191002165601,31,BF,20191002175220
1,96,4,AE,20191002182101,28,BC,20191002191057
1,97,8,AI,20191002071901,32,BG,20191002080144
1,98,8,AI,20191002203601,31,BF,20191002210810
1,99,11,AL,20191002200301,13,AN,20191002200801
1,100,1,AB,20191002081001,43,BR,20191002093445
1,101,2,AC,20191002074001,37,BL,20191002085012
1,102,5,AF,20191002120201,6,AG,20191002120343
1,103,1,AB,20191002150501,42,BQ,20191002163225
1,104,30,BE,20191002144801,33,BH,20191002145351
1,105,2,AC,20191002130401,10,AK,20191002131939
1,106,2,AC,20191002134101,19,AT,20191002141549
1,107,5,AF,20191002104201,34,BI,20191002113353
1,108,1,AB,20191002133501,28,BC,20191002143115
1,109,34,BI,20191002095801,42,BQ,20191002101527
1,110,17,AR,20191002154501,39,BN,20191002162525
1,111,22,AW,20191002103901,30,BE,20191002104809
1,112,10,AK,20191002095901,47,BV,20191002111221
1,113,8,AI,20191002183101,36,BK,20191002192629
1,114,2,AC,20191002164401,18,AS,20191002171507
1,115,1,AB,20191002131601,43,BR,20191002144111
1,116,10,AK,20191002125801,44,BS,20191002135810
1,117,2,AC,20191002095901,19,AT,20191002103943
1,118,9,AJ,20191002083001,19,AT,20191002084800
1,119,2,AC,20191002095901,19,AT,20191002104006
1,120,25,AZ,20191002152701,43,BR,20191002160157
1,121,2,AC,20191002173501,7,AH,20191002174346
1,122,2,AC,20191002153601,34,BI,20191002163017
1,123,2,AC,20191002093601,5,AF,20191002094207
1,124,5,AF,20191002100701,30,BE,20191002105602
1,125,2,AC,20191002165601,34,BI,20191002180013
1,126,4,AE,20191002103201,17,AR,20191002110142
1,127,8,AI,20191002152601,29,BD,20191002160534
1,128,7,AH,20191002123701,42,BQ,20191002134207
1,129,6,AG,20191002191501,37,BL,20191002201550
1,130,44,BS,20191002072201,47,BV,20191002073209
1,131,2,AC,20191002185201,26,BA,20191002194123
1,132,11,AL,20191002184701,30,BE,20191002192020
1,133,2,AC,20191002164401,18,AS,20191002171506
1,134,25,AZ,20191002082701,47,BV,20191002091423
1,135,3,AD,20191002173701,44,BS,20191002185648
1,136,10,AK,20191002111101,29,BD,20191002114411
1,137,8,AI,20191002161701,12,AM,20191002162548
1,138,10,AK,20191002124201,32,BG,20191002131606
1,139,25,AZ,20191002125201,44,BS,20191002132900
1,140,11,AL,20191002183901,30,BE,20191002191354
1,141,10,AK,20191002063101,36,BK,20191002070820
1,142,17,AR,20191002185901,32,BG,20191002192631
1,143,14,AO,20191002154101,43,BR,20191002163637
1,144,2,AC,20191002121201,12,AM,20191002123448
1,145,2,AC,20191002115601,18,AS,20191002122650
1,146,11,AL,20191002094401,37,BL,20191002103514
1,147,3,AD,20191002093701,37,BL,20191002104643
1,148,8,AI,20191002171201,27,BB,20191002174542
1,149,8,AI,20191002111901,19,AT,20191002114158
1,150,1,AB,20191002113801,47,BV,20191002130105
1,151,4,AE,20191002130601,35,BJ,20191002140047
1,152,1,AB,20191002122601,26,BA,20191002130757
1,153,2,AC,20191002135701,7,AH,20191002140831
1,154,2,AC,20191002111901,4,AE,20191002112226
1,155,4,AE,20191002075201,43,BR,20191002091424
1,156,1,AB,20191002084701,47,BV,20191002102905
1,157,5,AF,20191002104201,39,BN,20191002114241
1,158,5,AF,20191002114901,8,AI,20191002115510
1,159,4,AE,20191002094001,46,BU,20191002110622
1,160,2,AC,20191002094801,6,AG,20191002095813
1,161,8,AI,20191002133301,30,BE,20191002141156
1,162,8,AI,20191002174901,21,AV,20191002181052
1,163,31,BF,20191002074001,43,BR,20191002080726
1,164,1,AB,20191002180901,32,BG,20191002191656
1,165,10,AK,20191002115201,34,BI,20191002123028
1,166,8,AI,20191002162901,13,AN,20191002164002
1,167,4,AE,20191002140101,37,BL,20191002145910
1,168,1,AB,20191002180901,35,BJ,20191002192413
1,169,36,BK,20191002115901,44,BS,20191002121738
1,170,9,AJ,20191002101101,43,BR,20191002111625
1,171,2,AC,20191002144701,29,BD,20191002153137
1,172,7,AH,20191002113201,47,BV,20191002124837
1,173,2,AC,20191002134001,21,AV,20191002141824
1,174,2,AC,20191002104401,4,AE,20191002104826
1,175,8,AI,20191002084001,31,BF,20191002092222
1,176,1,AB,20191002153101,18,AS,20191002160610
1,177,11,AL,20191002121501,47,BV,20191002132454
1,178,7,AH,20191002111501,35,BJ,20191002120853
1,179,11,AL,20191002160601,12,AM,20191002160840
1,180,10,AK,20191002072301,43,BR,20191002082128
1,181,6,AG,20191002143901,19,AT,20191002150312
1,182,11,AL,20191002143701,18,AS,20191002144924
1,183,8,AI,20191002110701,26,BA,20191002113952
1,184,2,AC,20191002183301,48,BW,20191002200408
1,185,34,BI,20191002090201,44,BS,20191002092543
1,186,8,AI,20191002210101,44,BS,20191002220017
1,187,8,AI,20191002150001,12,AM,20191002151002
1,188,33,BH,20191002085101,46,BU,20191002091737
1,189,1,AB,20191002104901,37,BL,20191002120110
1,190,1,AB,20191002141001,47,BV,20191002154314
1,191,30,BE,20191002184401,46,BU,20191002191427
1,192,3,AD,20191002090101,43,BR,20191002103330
1,193,5,AF,20191002145201,12,AM,20191002151035
1,194,7,AH,20191002182801,12,AM,20191002184039
1,195,12,AM,20191002203301,31,BF,20191002210122
1,196,2,AC,20191002173601,7,AH,20191002174524
1,197,23,AX,20191002193401,46,BU,20191002202036
1,198,31,BF,20191002143801,46,BU,20191002150916
1,199,1,AB,20191002061501,36,BK,20191002070917
1,200,8,AI,20191002124001,34,BI,20191002131950
1,201,8,AI,20191002171201,44,BS,20191002182116
1,202,9,AJ,20191002205201,34,BI,20191002213130
1,203,8,AI,20191002210101,33,BH,20191002213940
1,204,1,AB,20191002133501,28,BC,20191002143009
1,205,9,AJ,20191002103701,43,BR,20191002114142
1,206,5,AF,20191002090501,15,AP,20191002093356
1,207,10,AK,20191002202801,12,AM,20191002203256
1,208,3,AD,20191002191301,8,AI,20191002192410
1,209,3,AD,20191002152401,47,BV,20191002165530
1,210,4,AE,20191002130601,7,AH,20191002131312
1,211,2,AC,20191002185201,6,AG,20191002190051
1,212,1,AB,20191002101401,34,BI,20191002112011
1,213,10,AK,20191002141301,30,BE,20191002144646
1,214,11,AL,20191002123201,47,BV,20191002133411
1,215,5,AF,20191002160901,27,BB,20191002164920
1,216,24,AY,20191002092801,36,BK,20191002094753
1,217,7,AH,20191002140801,33,BH,20191002145254
1,218,3,AD,20191002152401,47,BV,20191002165200
1,219,10,AK,20191002173101,43,BR,20191002183959
1,220,9,AJ,20191002180801,30,BE,20191002184353
1,221,10,AK,20191002121301,32,BG,20191002125259
1,222,7,AH,20191002203401,31,BF,20191002210912
1,223,5,AF,20191002084601,43,BR,20191002100340
1,224,2,AC,20191002201001,27,BB,20191002205558
1,225,5,AF,20191002205401,10,AK,20191002210420
1,226,5,AF,20191002161901,47,BV,20191002173947
1,227,8,AI,20191002100701,44,BS,20191002111902
1,228,1,AB,20191002165201,44,BS,20191002182119
1,229,1,AB,20191002120901,43,BR,20191002132830
1,230,9,AJ,20191002152901,42,BQ,20191002163416
1,231,3,AD,20191002144801,48,BW,20191002161237
1,232,11,AL,20191002125901,36,BK,20191002134240
1,233,9,AJ,20191002203701,43,BR,20191002213102
1,234,4,AE,20191002093001,38,BM,20191002104213
1,235,2,AC,20191002175601,30,BE,20191002185025
1,236,2,AC,20191002143201,44,BS,20191002154914
1,237,5,AF,20191002095701,31,BF,20191002105114
1,238,8,AI,20191002133401,31,BF,20191002141417
1,239,44,BS,20191002075001,48,BW,20191002080009
1,240,9,AJ,20191002152601,17,AR,20191002154347
1,241,2,AC,20191002085101,19,AT,20191002093211
1,242,5,AF,20191002092101,31,BF,20191002102313
1,243,2,AC,20191002144701,3,AD,20191002144831
1,244,3,AD,20191002072701,34,BI,20191002082047
1,245,3,AD,20191002152401,30,BE,20191002161151
1,246,2,AC,20191002085101,4,AE,20191002085418
1,247,2,AC,20191002085101,4,AE,20191002085322
1,248,2,AC,20191002171101,34,BI,20191002181817
1,249,12,AM,20191002090901,43,BR,20191002100309
1,250,43,BR,20191002124901,45,BT,20191002125158
1,251,11,AL,20191002103201,38,BM,20191002112257
1,252,38,BM,20191002112901,48,BW,20191002115036
1,253,2,AC,20191002071501,34,BI,20191002081206
1,254,1,AB,20191002082201,19,AT,20191002090224
1,255,10,AK,20191002170101,48,BW,20191002181417
1,256,11,AL,20191002173501,33,BH,20191002181326
1,257,25,AZ,20191002101101,47,BV,20191002110104
1,258,12,AM,20191002201901,34,BI,20191002205041
1,259,2,AC,20191002165701,6,AG,20191002170517
1,260,2,AC,20191002175601,35,BJ,20191002185854
1,261,4,AE,20191002110601,30,BE,20191002120016
1,262,1,AB,20191002135101,33,BH,20191002145331
1,263,25,AZ,20191002064101,36,BK,20191002070126
1,264,11,AL,20191002074601,43,BR,20191002083754
1,265,10,AK,20191002162101,27,BB,20191002164930
1,266,7,AH,20191002182801,34,BI,20191002192150
1,267,12,AM,20191002190101,43,BR,20191002195328
1,268,2,AC,20191002201001,27,BB,20191002205557
1,269,2,AC,20191002103401,15,AP,20191002110444
1,270,11,AL,20191002081201,44,BS,20191002091449
1,271,1,AB,20191002133501,28,BC,20191002142946
1,272,8,AI,20191002184001,28,BC,20191002191503
1,273,2,AC,20191002165601,7,AH,20191002170822
1,274,11,AL,20191002181201,43,BR,20191002191011
1,275,2,AC,20191002194701,4,AE,20191002195159
1,276,8,AI,20191002171201,31,BF,20191002175222
1,277,2,AC,20191002102001,4,AE,20191002102421
1,278,18,AS,20191002163701,42,BQ,20191002171931
1,279,12,AM,20191002200601,40,BO,20191002205839
1,280,10,AK,20191002210401,23,AX,20191002212447
1,281,36,BK,20191002115901,44,BS,20191002121719
1,282,11,AL,20191002173501,21,AV,20191002175125
1,283,11,AL,20191002140201,26,BA,20191002142824
1,284,1,AB,20191002095401,41,BP,20191002112341
1,285,11,AL,20191002143701,42,BQ,20191002153630
1,286,11,AL,20191002114501,31,BF,20191002121913
1,287,6,AG,20191002134901,48,BW,20191002151528
1,288,3,AD,20191002082901,19,AT,20191002090227
1,289,2,AC,20191002203701,30,BE,20191002212612
1,290,1,AB,20191002150501,42,BQ,20191002163514
1,291,2,AC,20191002082601,19,AT,20191002090255
1,292,2,AC,20191002095901,19,AT,20191002103857
1,293,6,AG,20191002084701,18,AS,20191002091747
1,294,2,AC,20191002101101,44,BS,20191002113728
1,295,12,AM,20191002194501,45,BT,20191002203839
1,296,2,AC,20191002135701,44,BS,20191002151500
1,297,4,AE,20191002173801,27,BB,20191002182315
1,298,10,AK,20191002080901,19,AT,20191002082620
1,299,2,AC,20191002102001,3,AD,20191002102133
1,300,9,AJ,20191002080001,41,BP,20191002090005
1,301,20,AU,20191002212101,31,BF,20191002213628
1,302,5,AF,20191002082201,7,AH,20191002082544
1,303,8,AI,20191002184001,32,BG,20191002192240
1,304,12,AM,20191002181201,40,BO,20191002190206
1,305,10,AK,20191002162101,34,BI,20191002170005
1,306,1,AB,20191002094501,47,BV,20191002112622
1,307,4,AE,20191002161501,16,AQ,20191002164431
1,308,1,AB,20191002142901,32,BG,20191002152450
1,309,7,AH,20191002185501,36,BK,20191002194342
1,310,5,AF,20191002085701,34,BI,20191002095830
1,311,7,AH,20191002105201,47,BV,20191002120036
1,312,14,AO,20191002084401,33,BH,20191002091415
1,313,2,AC,20191002160301,8,AI,20191002161624
1,314,2,AC,20191002093601,3,AD,20191002093731
1,315,8,AI,20191002141001,19,AT,20191002142904
1,316,21,AV,20191002101201,40,BO,20191002105851
1,317,2,AC,20191002085101,34,BI,20191002095828
1,318,10,AK,20191002173101,43,BR,20191002183635
1,319,2,AC,20191002102001,10,AK,20191002103844
1,320,3,AD,20191002171401,13,AN,20191002173913
1,321,7,AH,20191002090001,21,AV,20191002093436
1,322,36,BK,20191002132601,44,BS,20191002134505
1,323,12,AM,20191002115701,30,BE,20191002122154
1,324,11,AL,20191002143701,31,BF,20191002151146
1,325,3,AD,20191002184501,36,BK,20191002194201
1,326,11,AL,20191002080401,46,BU,20191002091151
1,327,9,AJ,20191002125601,19,AT,20191002131309
1,328,2,AC,20191002152201,6,AG,20191002152728
1,329,43,BR,20191002214901,48,BW,20191002215708
1,330,12,AM,20191002151001,15,AP,20191002151301
1,331,41,BP,20191002121001,47,BV,20191002122211
1,332,1,AB,20191002181001,12,AM,20191002184457
1,333,4,AE,20191002140001,33,BH,20191002145237
1,334,1,AB,20191002120901,43,BR,20191002132836
1,335,5,AF,20191002104901,8,AI,20191002105611
1,336,4,AE,20191002191101,12,AM,20191002193155
1,337,10,AK,20191002180901,43,BR,20191002190840
1,338,8,AI,20191002133301,30,BE,20191002141200
1,339,11,AL,20191002091401,28,BC,20191002094650
1,340,18,AS,20191002100701,40,BO,20191002105738
1,341,41,BP,20191002175701,43,BR,20191002180402
1,342,1,AB,20191002104101,46,BU,20191002115745
1,343,8,AI,20191002203601,17,AR,20191002204934
1,344,13,AN,20191002081001,34,BI,20191002084148
1,345,4,AE,20191002170001,12,AM,20191002172419
1,346,3,AD,20191002105501,5,AF,20191002105823
1,347,8,AI,20191002093301,39,BN,20191002103936
1,348,1,AB,20191002103001,5,AF,20191002104110
1,349,8,AI,20191002091401,34,BI,20191002100949
1,350,6,AG,20191002061101,35,BJ,20191002070050
1,351,2,AC,20191002135701,44,BS,20191002151512
1,352,3,AD,20191002072701,34,BI,20191002082026
1,353,2,AC,20191002074001,24,AY,20191002082645
1,354,2,AC,20191002101101,27,BB,20191002110015
1,355,12,AM,20191002132601,34,BI,20191002135901
1,356,2,AC,20191002171201,3,AD,20191002171539
1,357,2,AC,20191002114201,36,BK,20191002124030
1,358,42,BQ,20191002100101,43,BR,20191002100159
1,359,1,AB,20191002083501,44,BS,20191002100532
1,360,1,AB,20191002191901,43,BR,20191002203505
1,361,31,BF,20191002181101,47,BV,20191002184839
1,362,12,AM,20191002185101,23,AX,20191002190706
1,363,2,AC,20191002203601,44,BS,20191002215033
1,364,2,AC,20191002172101,34,BI,20191002182233
1,365,8,AI,20191002174801,35,BJ,20191002183624
1,366,7,AH,20191002065901,28,BC,20191002073401
1,367,2,AC,20191002093601,4,AE,20191002093942
1,368,5,AF,20191002094201,48,BW,20191002111358
1,369,2,AC,20191002181501,26,BA,20191002190625
1,370,1,AB,20191002203201,34,BI,20191002213216
1,371,10,AK,20191002202801,12,AM,20191002203349
1,372,25,AZ,20191002090901,30,BE,20191002091842
1,373,19,AT,20191002151901,30,BE,20191002153305
1,374,11,AL,20191002132001,40,BO,20191002141226
1,375,2,AC,20191002115701,32,BG,20191002125251
1,376,24,AY,20191002205901,35,BJ,20191002211419
1,377,5,AF,20191002104201,39,BN,20191002114242
1,378,5,AF,20191002071901,27,BB,20191002075905
1,379,31,BF,20191002170701,48,BW,20191002174049
1,380,4,AE,20191002173801,43,BR,20191002185615
1,381,7,AH,20191002110401,21,AV,20191002113200
1,382,8,AI,20191002091401,34,BI,20191002101126
1,383,3,AD,20191002074201,26,BA,20191002083004
1,384,25,AZ,20191002064101,43,BR,20191002072049
1,385,7,AH,20191002204701,31,BF,20191002212758
1,386,9,AJ,20191002101901,31,BF,20191002105902
1,387,8,AI,20191002171201,37,BL,20191002180531
1,388,8,AI,20191002171201,12,AM,20191002172403
1,389,9,AJ,20191002152901,47,BV,20191002164307
1,390,12,AM,20191002151001,15,AP,20191002151422
1,391,18,AS,20191002121401,48,BW,20191002130458
1,392,5,AF,20191002082201,12,AM,20191002083809
1,393,38,BM,20191002082201,42,BQ,20191002083151
1,394,7,AH,20191002082601,45,BT,20191002094140
1,395,11,AL,20191002082301,43,BR,20191002092112
1,396,11,AL,20191002123201,12,AM,20191002123240
1,397,5,AF,20191002200401,18,AS,20191002202641
1,398,2,AC,20191002202401,28,BC,20191002210350
1,399,3,AD,20191002105501,5,AF,20191002105825
1,400,5,AF,20191002095701,8,AI,20191002100544
1,401,8,AI,20191002070301,39,BN,20191002075802
1,402,8,AI,20191002104201,24,AY,20191002111456
1,403,7,AH,20191002153301,43,BR,20191002164441
1,404,5,AF,20191002080801,8,AI,20191002081315
1,405,5,AF,20191002140201,29,BD,20191002144253
1,406,42,BQ,20191002100101,43,BR,20191002100343
1,407,5,AF,20191002090501,23,AX,20191002094840
1,408,2,AC,20191002080301,43,BR,20191002092213
1,409,4,AE,20191002142001,11,AL,20191002144029
1,410,7,AH,20191002102401,44,BS,20191002113500
1,411,2,AC,20191002164401,46,BU,20191002180926
1,412,12,AM,20191002181601,43,BR,20191002191108
1,413,3,AD,20191002090101,19,AT,20191002094221
1,414,10,AK,20191002163201,36,BK,20191002171634
1,415,2,AC,20191002083701,19,AT,20191002091906
1,416,3,AD,20191002165801,35,BJ,20191002180224
1,417,11,AL,20191002104201,34,BI,20191002112034
1,418,8,AI,20191002152501,32,BG,20191002160857
1,419,11,AL,20191002150701,43,BR,20191002160216
1,420,11,AL,20191002070801,43,BR,20191002080619
1,421,3,AD,20191002092701,8,AI,20191002094021
1,422,5,AF,20191002094201,48,BW,20191002111404
1,423,5,AF,20191002084601,12,AM,20191002090724
1,424,30,BE,20191002112901,48,BW,20191002120323
1,425,7,AH,20191002162501,46,BU,20191002173557
1,426,1,AB,20191002064401,39,BN,20191002075644
1,427,38,BM,20191002123401,44,BS,20191002124408
1,428,5,AF,20191002074701,23,AX,20191002082415
1,429,9,AJ,20191002102901,34,BI,20191002111156
1,430,2,AC,20191002110201,7,AH,20191002111627
1,431,11,AL,20191002112701,30,BE,20191002115949
1,432,11,AL,20191002195801,25,AZ,20191002201832
1,433,2,AC,20191002153601,8,AI,20191002154934
1,434,5,AF,20191002171901,12,AM,20191002173724
1,435,3,AD,20191002082701,8,AI,20191002083921
1,436,1,AB,20191002173101,47,BV,20191002190609
1,437,43,BR,20191002214901,48,BW,20191002215725
1,438,41,BP,20191002122301,46,BU,20191002123526
1,439,11,AL,20191002140201,46,BU,20191002151022
1,440,8,AI,20191002152501,43,BR,20191002163648
1,441,6,AG,20191002191501,11,AL,20191002193049
1,442,11,AL,20191002162401,43,BR,20191002172116
1,443,4,AE,20191002124701,19,AT,20191002131332
1,444,1,AB,20191002104101,8,AI,20191002105607
1,445,8,AI,20191002210101,12,AM,20191002210945
1,446,2,AC,20191002144601,11,AL,20191002150725
1,447,11,AL,20191002192901,36,BK,20191002201108
1,448,2,AC,20191002193401,10,AK,20191002195228
1,449,2,AC,20191002074001,35,BJ,20191002084553
1,450,43,BR,20191002094901,46,BU,20191002095356
1,451,3,AD,20191002161401,43,BR,20191002173324
1,452,8,AI,20191002115701,19,AT,20191002121518
1,453,4,AE,20191002120001,35,BJ,20191002130024
1,454,4,AE,20191002110601,19,AT,20191002114231
1,455,31,BF,20191002084801,43,BR,20191002091323
1,456,43,BR,20191002093501,45,BT,20191002094040
1,457,31,BF,20191002125201,34,BI,20191002125654
1,458,39,BN,20191002112601,43,BR,20191002113220
1,459,7,AH,20191002090001,43,BR,20191002101904
1,460,2,AC,20191002105301,19,AT,20191002112919
1,461,4,AE,20191002191101,28,BC,20191002195458
1,462,2,AC,20191002080301,35,BJ,20191002090358
1,463,31,BF,20191002091001,44,BS,20191002093910
1,464,36,BK,20191002070301,43,BR,20191002072051
1,465,4,AE,20191002074501,42,BQ,20191002090044
1,466,2,AC,20191002111901,4,AE,20191002112224
1,467,2,AC,20191002094801,7,AH,20191002100408
1,468,11,AL,20191002174401,48,BW,20191002185037
1,469,10,AK,20191002121301,43,BR,20191002131937
1,470,25,AZ,20191002113801,35,BJ,20191002115537
1,471,4,AE,20191002182101,26,BA,20191002190532
1,472,3,AD,20191002063601,23,AX,20191002071126
1,473,11,AL,20191002124601,26,BA,20191002130906
1,474,7,AH,20191002075601,43,BR,20191002090344
1,475,34,BI,20191002084301,46,BU,20191002090928
1,476,31,BF,20191002175401,39,BN,20191002180933
1,477,2,AC,20191002173501,36,BK,20191002183958
1,478,41,BP,20191002191501,42,BQ,20191002191645
1,479,2,AC,20191002164401,26,BA,20191002172833
1,480,5,AF,20191002110901,8,AI,20191002111920
1,481,3,AD,20191002153801,47,BV,20191002170032
1,482,5,AF,20191002113701,11,AL,20191002115342
1,483,11,AL,20191002123201,29,BD,20191002125731
1,484,11,AL,20191002181701,23,AX,20191002183729
1,485,8,AI,20191002195701,12,AM,20191002200506
1,486,5,AF,20191002184901,11,AL,20191002190456
1,487,22,AW,20191002111001,28,BC,20191002111948
1,488,8,AI,20191002161701,12,AM,20191002162612
1,489,10,AK,20191002085801,48,BW,20191002101525
1,490,2,AC,20191002173501,15,AP,20191002180413
1,491,2,AC,20191002135701,45,BT,20191002151637
1,492,6,AG,20191002084701,18,AS,20191002091752
1,493,2,AC,20191002150901,3,AD,20191002151339
1,494,12,AM,20191002141901,33,BH,20191002145417
1,495,28,BC,20191002073501,34,BI,20191002074618
1,496,1,AB,20191002095401,19,AT,20191002103949
1,497,4,AE,20191002110601,19,AT,20191002114235
1,498,43,BR,20191002150401,45,BT,20191002150712
1,499,1,AB,20191002154401,7,AH,20191002155647
1,500,8,AI,20191002192101,45,BT,20191002202817
1,501,8,AI,20191002061501,27,BB,20191002064903
1,502,11,AL,20191002183901,43,BR,20191002194514
1,503,3,AD,20191002200001,35,BJ,20191002205351
1,504,6,AG,20191002172901,8,AI,20191002173515
1,505,8,AI,20191002152501,37,BL,20191002162007
1,506,2,AC,20191002204801,12,AM,20191002210809
1,507,31,BF,20191002175401,36,BK,20191002180409
1,508,2,AC,20191002074101,43,BR,20191002090237
1,509,2,AC,20191002153601,6,AG,20191002154345
1,510,11,AL,20191002105701,24,AY,20191002111818
1,511,2,AC,20191002094901,33,BH,20191002105359
1,512,8,AI,20191002125501,43,BR,20191002135649
1,513,5,AF,20191002165001,34,BI,20191002174223
1,514,10,AK,20191002094201,33,BH,20191002103229
1,515,6,AG,20191002110101,30,BE,20191002114542
1,516,31,BF,20191002152401,43,BR,20191002154829
1,517,12,AM,20191002065201,13,AN,20191002065529
1,518,12,AM,20191002174701,43,BR,20191002184209
1,519,8,AI,20191002165701,36,BK,20191002174704
1,520,4,AE,20191002160801,6,AG,20191002161118
1,521,6,AG,20191002095801,8,AI,20191002100441
1,522,2,AC,20191002063401,45,BT,20191002075155
1,523,4,AE,20191002081901,31,BF,20191002091009
1,524,2,AC,20191002160301,21,AV,20191002163955
1,525,12,AM,20191002085401,48,BW,20191002095802
1,526,8,AI,20191002171201,42,BQ,20191002181540
1,527,10,AK,20191002123001,45,BT,20191002133151
1,528,3,AD,20191002083001,19,AT,20191002090229
1,529,7,AH,20191002090001,43,BR,20191002101903
1,530,2,AC,20191002135701,33,BH,20191002145425
1,531,2,AC,20191002171101,26,BA,20191002180234
1,532,8,AI,20191002143101,42,BQ,20191002153703
