match_id,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_trend,p2_trend,past_time,point_no_to_start,p1_place_ge,p1_place_le,last_time,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_NCTL,return_depth_ND,p1_break_pt*server,p2_break_pt*server,p1_place_ge*server,p1_place_le*server,p1_sets*server,p2_sets*server,p1_games*server,p2_games*server,past_time*server,p2_trend*server,p1_trend*server,set_no*server,game_no*server,point_no_to_start*server,factor
2023-wimbledon-1301,8.1,1,2,13,0,0,1,0,-1,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.744,18.244,4,130,7,-7,1.016666667,2,0,0,0.383333333,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,-1.016666667,7,-7,-1,-2,-2,3.229356
2023-wimbledon-1301,8.683333333,1,2,14,0,0,1,0,-1,1,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.013,18.626,4,120,8,-8,1.6,3,1,0,0.633333333,0,0,1,0,1,0,0,0,-1,0,0,0,-1,0,-1.6,8,-8,-1,-2,-3,-9.88038
2023-wimbledon-1301,9.183333333,1,2,15,0,0,1,0,-1,1,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,7.112,3,128,8,-8,2.1,4,0,0,0.583333333,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,-2.1,8,-8,-1,-2,-4,-3.840382
2023-wimbledon-1301,9.616666667,1,2,16,0,0,1,0,-1,2,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,130,8,-8,2.533333333,5,0,1,0.5,0,0,1,0,1,1,0,0,0,-1,0,0,-1,0,-2.533333333,8,-8,-1,-2,-5,4.536342
2023-wimbledon-1301,10.33333333,1,2,17,0,0,1,0,-1,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,97,9,-9,3.25,6,0,0,0.433333333,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,-3.25,9,-9,-1,-2,-6,-6.542241
2023-wimbledon-1301,10.75,1,2,18,0,0,1,0,-1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124,9,-9,3.666666667,7,1,0,0.716666667,1,0,0,0,1,0,0,0,-1,0,0,0,-1,0,-3.666666667,9,-9,-1,-2,-7,-3.094044
2023-wimbledon-1301,11.4,1,3,19,0,0,1,1,1,1,10,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116,9,-9,0,0,0,0,0.416666667,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,-9,9,1,3,0,5.897009
2023-wimbledon-1301,11.78333333,1,3,20,0,0,1,1,1,1,11,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126,10,-10,0.383333333,1,1,0,0.65,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0.383333333,-10,10,1,3,1,3.446584
2023-wimbledon-1301,12.28333333,1,3,21,0,0,1,1,1,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127,11,-11,0.883333333,2,1,0,0.383333333,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.883333333,-11,11,1,3,2,-3.002243
2023-wimbledon-1301,12.73333333,1,3,22,0,0,1,1,1,1,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114,11,-11,1.333333333,3,1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1.333333333,-11,11,1,3,3,4.852554
2023-wimbledon-1301,13.43333333,1,3,23,0,0,1,1,1,2,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127,12,-12,2.033333333,4,1,0,0.45,0,0,0,0,1,1,0,0,1,0,0,0,1,1,2.033333333,-12,12,1,3,4,3.974046
2023-wimbledon-1301,15.51666667,1,4,24,0,0,2,1,-1,2,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103,13,-13,0,0,0,0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,-2,-1,0,13,-13,-1,-4,0,-2.047728
2023-wimbledon-1301,16.25,1,4,25,0,0,2,1,-1,1,13,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107,13,-13,0.733333333,1,0,1,2.083333333,1,0,0,0,1,1,0,0,0,-1,0,0,-2,-1,-0.733333333,13,-13,-1,-4,-1,-5.366296
2023-wimbledon-1301,16.78333333,1,4,26,0,0,2,1,-1,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111,13,-13,1.266666667,2,0,1,0.733333333,0,1,0,0,1,1,0,0,0,-1,0,0,-2,-1,-1.266666667,13,-13,-1,-4,-2,-4.389519
2023-wimbledon-1301,17.13333333,1,4,27,0,0,2,1,-1,1,13,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125,13,-13,1.616666667,3,0,1,0.533333333,0,0,1,0,1,1,0,0,0,-1,0,0,-2,-1,-1.616666667,13,-13,-1,-4,-3,-3.861136
2023-wimbledon-1301,17.81666667,1,5,28,0,0,2,2,1,1,14,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126,13,-13,0,0,0,0,0.35,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,-13,13,1,5,0,5.374346
2023-wimbledon-1301,18.41666667,1,5,29,0,0,2,2,1,1,15,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116,14,-14,0.6,1,1,0,0.683333333,0,0,0,1,0,1,0,0,1,0,0,0,2,2,0.6,-14,14,1,5,1,3.783847
2023-wimbledon-1301,18.83333333,1,5,30,0,0,2,2,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129,15,-15,1.016666667,2,1,0,0.6,0,0,1,0,1,1,0,0,1,0,0,0,2,2,1.016666667,-15,15,1,5,2,2.96558
2023-wimbledon-1301,19.33333333,1,5,31,0,0,2,2,1,2,16,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110,16,-16,1.516666667,3,1,0,0.416666667,1,0,0,0,1,1,0,0,1,0,0,0,2,2,1.516666667,-16,16,1,5,3,-2.145542
2023-wimbledon-1301,20.05,1,5,32,0,0,2,2,1,2,16,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113,16,-16,2.233333333,4,1,0,0.5,1,0,0,0,1,1,0,0,1,0,0,0,2,2,2.233333333,-16,16,1,5,4,-1.254635
2023-wimbledon-1301,20.91666667,1,5,33,0,0,2,2,1,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104,16,-16,3.1,5,1,0,0.716666667,1,0,0,0,1,0,0,0,1,0,0,0,2,2,3.1,-16,16,1,5,5,-1.60325
2023-wimbledon-1301,21.45,1,5,34,0,0,2,2,1,2,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111,16,-16,3.633333333,6,0,0,0.866666667,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.633333333,-16,16,1,5,6,4.414572
2023-wimbledon-1301,22.31666667,1,5,35,0,0,2,2,1,1,18,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97,17,-17,4.5,7,1,0,0.533333333,0,0,1,0,0,0,0,0,1,0,0,0,2,2,4.5,-17,17,1,5,7,4.965173
2023-wimbledon-1301,24.36666667,1,6,36,0,0,3,2,-1,1,18,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114,18,-18,0,0,0,0,0.866666667,0,0,1,0,1,0,0,0,0,0,0,0,-3,-2,0,18,-18,-1,-6,0,-1.988796
2023-wimbledon-1301,24.88333333,1,6,37,0,0,3,2,-1,2,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110,18,-18,0.516666667,1,0,1,2.05,0,0,0,1,0,1,0,0,0,-1,0,0,-3,-2,-0.516666667,18,-18,-1,-6,-1,5.686224
2023-wimbledon-1301,26.08333333,1,6,38,0,0,3,2,-1,1,19,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90,19,-19,1.716666667,2,0,0,0.516666667,0,1,0,0,1,1,0,0,0,0,0,0,-3,-2,-1.716666667,19,-19,-1,-6,-2,-5.746742
2023-wimbledon-1301,26.5,1,6,39,0,0,3,2,-1,1,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125,19,-19,2.133333333,3,0,1,1.2,0,0,1,0,1,0,0,0,0,-1,0,0,-3,-2,-2.133333333,19,-19,-1,-6,-3,-2.586816
2023-wimbledon-1301,26.93333333,1,6,40,0,0,3,2,-1,2,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127,19,-19,2.566666667,4,0,1,0.416666667,0,0,0,0,1,1,0,0,0,-1,0,0,-3,-2,-2.566666667,19,-19,-1,-6,-4,-3.342587
2023-wimbledon-1301,27.7,1,7,41,0,0,3,3,1,2,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111,19,-19,0,0,0,0,0.433333333,0,1,0,0,1,1,0,0,0,0,0,0,3,3,0,-19,19,1,7,0,4.688749
2023-wimbledon-1301,28.61666667,1,7,42,0,0,3,3,1,1,21,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107,20,-20,0.916666667,1,1,0,0.766666667,0,1,0,0,1,1,0,0,1,0,0,0,3,3,0.916666667,-20,20,1,7,1,4.411448
2023-wimbledon-1301,29.1,1,7,43,0,0,3,3,1,1,22,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120,21,-21,1.4,2,1,0,0.916666667,0,0,1,0,1,1,0,0,1,0,0,0,3,3,1.4,-21,21,1,7,2,3.428351
2023-wimbledon-1301,29.53333333,1,7,44,0,0,3,3,1,2,22,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115,22,-22,1.833333333,3,1,0,0.483333333,0,0,0,1,0,1,0,0,1,0,0,0,3,3,1.833333333,-22,22,1,7,3,-1.778406
2023-wimbledon-1301,30.28333333,1,7,45,0,0,3,3,1,2,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104,22,-22,2.583333333,4,1,0,0.433333333,0,1,0,0,1,0,0,0,1,0,0,0,3,3,2.583333333,-22,22,1,7,4,5.179245
2023-wimbledon-1301,32.56666667,1,8,46,0,0,4,3,-1,1,23,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101,23,-23,0,0,0,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,-4,-3,0,23,-23,-1,-8,0,-3.648275
2023-wimbledon-1301,32.95,1,8,47,0,0,4,3,-1,2,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132,23,-23,0.383333333,1,0,1,2.283333333,0,0,1,0,0,0,0,0,0,-1,0,0,-4,-3,-0.383333333,23,-23,-1,-8,-1,1.171162
2023-wimbledon-1301,33.55,1,8,48,0,0,4,3,-1,1,24,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,132,24,-24,0.983333333,2,0,0,0.383333333,0,0,0,1,0,0,0,0,0,0,0,0,-4,-3,-0.983333333,24,-24,-1,-8,-2,-5.109309
2023-wimbledon-1301,33.96666667,1,8,49,0,0,4,3,-1,2,25,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130,24,-24,1.4,3,0,1,0.6,0,0,1,0,0,0,0,0,0,-1,0,0,-4,-3,-1.4,24,-24,-1,-8,-3,2.018477
2023-wimbledon-1301,34.76666667,1,8,50,0,0,4,3,-1,2,26,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101,25,-25,2.2,4,0,0,0.416666667,0,1,0,0,1,0,0,0,0,0,0,0,-4,-3,-2.2,25,-25,-1,-8,-4,1.906835
2023-wimbledon-1301,36.03333333,1,8,51,0,0,4,3,-1,2,27,24,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,61.781,54.356,16,106,26,-26,3.466666667,5,1,0,0.8,0,0,0,0,1,0,-1,0,-1,0,0,0,-4,-3,-3.466666667,26,-26,-1,-8,-5,2.346287
2023-wimbledon-1301,37.3,1,9,52,0,0,5,3,1,1,28,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,29.677,19.121,6,106,27,-27,0,0,0,0,1.266666667,0,0,0,0,1,1,0,0,0,0,0,0,5,3,0,-27,27,1,9,0,4.241854
2023-wimbledon-1301,37.73333333,1,9,53,0,0,5,3,1,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115,28,-28,0.433333333,1,1,0,1.266666667,0,1,0,0,1,0,0,0,1,0,0,0,5,3,0.433333333,-28,28,1,9,1,-3.084797
2023-wimbledon-1301,38.43333333,1,9,54,0,0,5,3,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100,28,-28,1.133333333,2,0,0,0.433333333,0,1,0,0,1,0,0,0,0,0,0,0,5,3,1.133333333,-28,28,1,9,2,4.498317
2023-wimbledon-1301,38.9,1,9,55,0,0,5,3,1,1,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122,29,-29,1.6,3,1,0,0.7,1,0,0,0,1,0,0,0,1,0,0,0,5,3,1.6,-29,29,1,9,3,-1.122257
2023-wimbledon-1301,39.48333333,1,9,56,0,0,5,3,1,1,30,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115,29,-29,2.183333333,4,0,0,0.466666667,0,0,1,0,1,1,0,0,0,0,0,0,5,3,2.183333333,-29,29,1,9,4,4.607069
2023-wimbledon-1301,40.01666667,1,9,57,0,0,5,3,1,1,30,27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129,30,-30,2.716666667,5,1,0,0.583333333,0,0,1,0,1,1,0,0,1,0,0,0,5,3,2.716666667,-30,30,1,9,5,-0.998399
2023-wimbledon-1301,40.55,1,9,58,0,0,5,3,1,1,31,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113,30,-30,3.25,6,0,0,0.533333333,0,1,0,0,1,1,0,0,0,0,0,0,5,3,3.25,-30,30,1,9,6,2.676245
2023-wimbledon-1301,41.38333333,1,9,59,0,0,5,3,1,2,31,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114,31,-31,4.083333333,7,1,0,0.533333333,0,1,0,0,1,0,0,0,1,0,0,0,5,3,4.083333333,-31,31,1,9,7,-0.891967
2023-wimbledon-1301,42.51666667,1,9,60,0,0,5,3,1,1,31,29,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88,31,-31,5.216666667,8,0,0,0.833333333,0,1,0,0,1,1,0,0,0,0,0,0,5,3,5.216666667,-31,31,1,9,8,-0.556865
2023-wimbledon-1301,43.3,1,9,61,0,0,5,3,1,1,32,29,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,21.882,23.411,6,123,31,-31,6,9,1,0,1.133333333,1,0,0,0,1,0,0,1,1,0,0,0,5,3,6,-31,31,1,9,9,4.012483
2023-wimbledon-1301,43.98333333,1,9,62,0,0,5,3,1,1,33,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.705,28.259,7,121,32,-32,6.683333333,10,0,0,0.783333333,1,0,0,0,1,1,0,0,0,0,0,0,5,3,6.683333333,-32,32,1,9,10,3.461523
2023-wimbledon-1301,44.48333333,1,9,63,0,0,5,3,1,1,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130,33,-33,7.183333333,11,1,0,0.683333333,0,0,1,0,1,1,0,0,1,0,0,0,5,3,7.183333333,-33,33,1,9,11,3.870311
2023-wimbledon-1301,47.06666667,2,1,64,1,0,0,0,-1,1,34,30,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132,34,-34,0,0,0,0,0.5,0,1,0,0,1,1,0,0,0,0,-1,0,0,0,0,34,-34,-2,-1,0,-1.772931
2023-wimbledon-1301,47.45,2,1,65,1,0,0,0,-1,1,34,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123,34,-34,0.383333333,1,0,1,2.583333333,0,0,1,0,1,1,0,0,0,-1,-1,0,0,0,-0.383333333,34,-34,-2,-1,-1,-2.146774
2023-wimbledon-1301,47.86666667,2,1,66,1,0,0,0,-1,1,34,32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117,34,-34,0.8,2,0,1,0.383333333,0,0,1,0,1,1,0,0,0,-1,-1,0,0,0,-0.8,34,-34,-2,-1,-2,-0.717959
2023-wimbledon-1301,48.28333333,2,1,67,1,0,0,0,-1,1,34,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123,34,-34,1.216666667,3,0,1,0.416666667,0,0,0,0,1,1,0,0,0,-1,-1,0,0,0,-1.216666667,34,-34,-2,-1,-3,-3.364146
2023-wimbledon-1301,49.28333333,2,2,68,1,0,0,1,1,1,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122,34,-34,0,0,0,0,0.416666667,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-34,34,2,2,0,3.918519
2023-wimbledon-1301,49.63333333,2,2,69,1,0,0,1,1,2,36,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127,35,-35,0.35,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.35,-35,35,2,2,1,3.344547
2023-wimbledon-1301,50.23333333,2,2,70,1,0,0,1,1,2,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,102,36,-36,0.95,2,1,0,0.35,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.95,-36,36,2,2,2,-2.755168
2023-wimbledon-1301,51.16666667,2,2,71,1,0,0,1,1,1,36,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2,111,36,-36,1.883333333,3,1,0,0.6,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1.883333333,-36,36,2,2,3,-1.113761
2023-wimbledon-1301,51.9,2,2,72,1,0,0,1,1,1,37,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12,118,36,-36,2.616666667,4,0,0,0.933333333,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2.616666667,-36,36,2,2,4,3.425956
2023-wimbledon-1301,52.35,2,2,73,1,0,0,1,1,2,37,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1,126,37,-37,3.066666667,5,1,0,0.733333333,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3.066666667,-37,37,2,2,5,-1.691098
2023-wimbledon-1301,53.1,2,2,74,1,0,0,1,1,2,37,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2,97,37,-37,3.816666667,6,0,0,0.45,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3.816666667,-37,37,2,2,6,-1.648997
2023-wimbledon-1301,54.18333333,2,2,75,1,0,0,1,1,1,37,38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.494,9.222,2,105,37,-37,4.9,7,1,0,0.75,1,0,0,0,1,0,0,1,1,0,1,0,0,1,4.9,-37,37,2,2,7,-1.674554
2023-wimbledon-1301,54.93333333,2,3,76,1,0,0,2,-1,1,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.235,10.59,2,129,37,-37,0,0,0,0,1.083333333,0,0,0,0,1,1,0,0,0,0,-1,0,0,-2,0,37,-37,-2,-3,0,-1.191092
2023-wimbledon-1301,55.33333333,2,3,77,1,0,0,2,-1,1,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,126,37,-37,0.4,1,0,1,0.75,0,0,1,0,0,0,0,0,0,-1,-1,0,0,-2,-0.4,37,-37,-2,-3,-1,0.649019
2023-wimbledon-1301,55.83333333,2,3,78,1,0,0,2,-1,1,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,128,37,-37,0.9,2,0,1,0.4,0,0,0,1,0,1,0,0,0,-1,-1,0,0,-2,-0.9,37,-37,-2,-3,-2,-0.439304
2023-wimbledon-1301,57.13333333,2,3,79,1,0,0,2,-1,2,37,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,5.077,3,108,37,-37,2.2,3,0,1,0.5,0,1,0,0,1,0,0,0,0,-1,-1,0,0,-2,-2.2,37,-37,-2,-3,-3,-0.694911
2023-wimbledon-1301,59.36666667,2,4,80,1,0,0,3,1,2,37,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.044,35.246,7,101,37,-37,0,0,0,0,1.3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,-37,37,2,4,0,-0.736077
2023-wimbledon-1301,60.28333333,2,4,81,1,0,0,3,1,1,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.924,44.017,10,106,37,-37,0.916666667,1,0,1,2.233333333,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0.916666667,-37,37,2,4,1,3.344822
