elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_trend,p2_trend,past_time,point_no_to_start,p1_place_ge,p1_place_le,last_time,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_NCTL,return_depth_ND,p1_break_pt*server,p2_break_pt*server,p1_place_ge*server,p1_place_le*server,p1_sets*server,p2_sets*server,p1_games*server,p2_games*server,past_time*server,p2_trend*server,p1_trend*server,set_no*server,game_no*server,point_no_to_start*server,factor
33.96666667,1,8,49,0,0,4,3,-1,2,25,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130,24,-24,1.4,3,0,1,0.6,0,0,1,0,0,0,0,0,0,-1,0,0,-4,-3,-1.4,24,-24,-1,-8,-3,2.018477
34.76666667,1,8,50,0,0,4,3,-1,2,26,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101,25,-25,2.2,4,0,0,0.416666667,0,1,0,0,1,0,0,0,0,0,0,0,-4,-3,-2.2,25,-25,-1,-8,-4,1.906835
36.03333333,1,8,51,0,0,4,3,-1,2,27,24,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,61.781,54.356,16,106,26,-26,3.466666667,5,1,0,0.8,0,0,0,0,1,0,-1,0,-1,0,0,0,-4,-3,-3.466666667,26,-26,-1,-8,-5,2.346287
37.3,1,9,52,0,0,5,3,1,1,28,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,29.677,19.121,6,106,27,-27,0,0,0,0,1.266666667,0,0,0,0,1,1,0,0,0,0,0,0,5,3,0,-27,27,1,9,0,4.241854
37.73333333,1,9,53,0,0,5,3,1,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115,28,-28,0.433333333,1,1,0,1.266666667,0,1,0,0,1,0,0,0,1,0,0,0,5,3,0.433333333,-28,28,1,9,1,-3.084797
38.43333333,1,9,54,0,0,5,3,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100,28,-28,1.133333333,2,0,0,0.433333333,0,1,0,0,1,0,0,0,0,0,0,0,5,3,1.133333333,-28,28,1,9,2,4.498317
38.9,1,9,55,0,0,5,3,1,1,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122,29,-29,1.6,3,1,0,0.7,1,0,0,0,1,0,0,0,1,0,0,0,5,3,1.6,-29,29,1,9,3,-1.122257
39.48333333,1,9,56,0,0,5,3,1,1,30,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115,29,-29,2.183333333,4,0,0,0.466666667,0,0,1,0,1,1,0,0,0,0,0,0,5,3,2.183333333,-29,29,1,9,4,4.607069
40.01666667,1,9,57,0,0,5,3,1,1,30,27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129,30,-30,2.716666667,5,1,0,0.583333333,0,0,1,0,1,1,0,0,1,0,0,0,5,3,2.716666667,-30,30,1,9,5,-0.998399
40.55,1,9,58,0,0,5,3,1,1,31,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113,30,-30,3.25,6,0,0,0.533333333,0,1,0,0,1,1,0,0,0,0,0,0,5,3,3.25,-30,30,1,9,6,2.676245
41.38333333,1,9,59,0,0,5,3,1,2,31,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114,31,-31,4.083333333,7,1,0,0.533333333,0,1,0,0,1,0,0,0,1,0,0,0,5,3,4.083333333,-31,31,1,9,7,-0.891967
42.51666667,1,9,60,0,0,5,3,1,1,31,29,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88,31,-31,5.216666667,8,0,0,0.833333333,0,1,0,0,1,1,0,0,0,0,0,0,5,3,5.216666667,-31,31,1,9,8,-0.556865
43.3,1,9,61,0,0,5,3,1,1,32,29,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,21.882,23.411,6,123,31,-31,6,9,1,0,1.133333333,1,0,0,0,1,0,0,1,1,0,0,0,5,3,6,-31,31,1,9,9,4.012483
43.98333333,1,9,62,0,0,5,3,1,1,33,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.705,28.259,7,121,32,-32,6.683333333,10,0,0,0.783333333,1,0,0,0,1,1,0,0,0,0,0,0,5,3,6.683333333,-32,32,1,9,10,3.461523
44.48333333,1,9,63,0,0,5,3,1,1,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130,33,-33,7.183333333,11,1,0,0.683333333,0,0,1,0,1,1,0,0,1,0,0,0,5,3,7.183333333,-33,33,1,9,11,3.870311
47.06666667,2,1,64,1,0,0,0,-1,1,34,30,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132,34,-34,0,0,0,0,0.5,0,1,0,0,1,1,0,0,0,0,-1,0,0,0,0,34,-34,-2,-1,0,-1.772931
47.45,2,1,65,1,0,0,0,-1,1,34,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123,34,-34,0.383333333,1,0,1,2.583333333,0,0,1,0,1,1,0,0,0,-1,-1,0,0,0,-0.383333333,34,-34,-2,-1,-1,-2.146774
47.86666667,2,1,66,1,0,0,0,-1,1,34,32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117,34,-34,0.8,2,0,1,0.383333333,0,0,1,0,1,1,0,0,0,-1,-1,0,0,0,-0.8,34,-34,-2,-1,-2,-0.717959
48.28333333,2,1,67,1,0,0,0,-1,1,34,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123,34,-34,1.216666667,3,0,1,0.416666667,0,0,0,0,1,1,0,0,0,-1,-1,0,0,0,-1.216666667,34,-34,-2,-1,-3,-3.364146
49.28333333,2,2,68,1,0,0,1,1,1,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122,34,-34,0,0,0,0,0.416666667,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-34,34,2,2,0,3.918519
49.63333333,2,2,69,1,0,0,1,1,2,36,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127,35,-35,0.35,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.35,-35,35,2,2,1,3.344547
50.23333333,2,2,70,1,0,0,1,1,2,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,102,36,-36,0.95,2,1,0,0.35,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.95,-36,36,2,2,2,-2.755168
51.16666667,2,2,71,1,0,0,1,1,1,36,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2,111,36,-36,1.883333333,3,1,0,0.6,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1.883333333,-36,36,2,2,3,-1.113761
51.9,2,2,72,1,0,0,1,1,1,37,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12,118,36,-36,2.616666667,4,0,0,0.933333333,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2.616666667,-36,36,2,2,4,3.425956
52.35,2,2,73,1,0,0,1,1,2,37,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1,126,37,-37,3.066666667,5,1,0,0.733333333,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3.066666667,-37,37,2,2,5,-1.691098
53.1,2,2,74,1,0,0,1,1,2,37,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2,97,37,-37,3.816666667,6,0,0,0.45,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3.816666667,-37,37,2,2,6,-1.648997
54.18333333,2,2,75,1,0,0,1,1,1,37,38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.494,9.222,2,105,37,-37,4.9,7,1,0,0.75,1,0,0,0,1,0,0,1,1,0,1,0,0,1,4.9,-37,37,2,2,7,-1.674554
54.93333333,2,3,76,1,0,0,2,-1,1,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.235,10.59,2,129,37,-37,0,0,0,0,1.083333333,0,0,0,0,1,1,0,0,0,0,-1,0,0,-2,0,37,-37,-2,-3,0,-1.191092
55.33333333,2,3,77,1,0,0,2,-1,1,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,126,37,-37,0.4,1,0,1,0.75,0,0,1,0,0,0,0,0,0,-1,-1,0,0,-2,-0.4,37,-37,-2,-3,-1,0.649019
55.83333333,2,3,78,1,0,0,2,-1,1,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,128,37,-37,0.9,2,0,1,0.4,0,0,0,1,0,1,0,0,0,-1,-1,0,0,-2,-0.9,37,-37,-2,-3,-2,-0.439304
57.13333333,2,3,79,1,0,0,2,-1,2,37,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,5.077,3,108,37,-37,2.2,3,0,1,0.5,0,1,0,0,1,0,0,0,0,-1,-1,0,0,-2,-2.2,37,-37,-2,-3,-3,-0.694911
59.36666667,2,4,80,1,0,0,3,1,2,37,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.044,35.246,7,101,37,-37,0,0,0,0,1.3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,-37,37,2,4,0,-0.736077
60.28333333,2,4,81,1,0,0,3,1,1,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.924,44.017,10,106,37,-37,0.916666667,1,0,1,2.233333333,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0.916666667,-37,37,2,4,1,3.344822
60.68333333,2,4,82,1,0,0,3,1,1,39,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013,9.173,1,111,38,-38,1.316666667,2,0,0,0.916666667,0,0,1,0,1,1,0,0,0,0,1,0,0,3,1.316666667,-38,38,2,4,2,2.836788
61.35,2,4,83,1,0,0,3,1,1,39,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0.939,1,110,39,-39,1.983333333,3,1,0,0.4,0,0,0,1,0,1,0,0,1,0,1,0,0,3,1.983333333,-39,39,2,4,3,-1.663388
62.08333333,2,4,84,1,0,0,3,1,2,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.844,40.876,8,119,39,-39,2.716666667,4,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2.716666667,-39,39,2,4,4,-0.654156
62.9,2,4,85,1,0,0,3,1,2,40,45,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,12.977,15.558,4,95,39,-39,3.533333333,5,0,1,0.733333333,0,0,1,0,1,1,0,1,0,1,1,0,0,3,3.533333333,-39,39,2,4,5,2.790352
63.83333333,2,4,86,1,0,0,3,1,1,41,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.419,12.316,3,95,40,-40,4.466666667,6,0,0,0.816666667,0,0,0,0,1,1,0,0,0,0,1,0,0,3,4.466666667,-40,40,2,4,6,1.385989
64.35,2,4,87,1,0,0,3,1,2,42,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.306,18.004,3,102,41,-41,4.983333333,7,1,0,0.933333333,0,1,0,0,0,1,0,0,1,0,1,0,0,3,4.983333333,-41,41,2,4,7,1.441465
65.63333333,2,5,88,1,0,1,3,-1,1,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74,38.948,11,120,42,-42,0,0,0,0,0.516666667,0,0,0,0,1,0,0,0,0,0,-1,0,-1,-3,0,42,-42,-2,-5,0,-4.193742
