elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_trend,p2_trend,past_time,point_no_to_start,p1_place_ge,p1_place_le,last_time,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_NCTL,return_depth_ND,p1_break_pt*server,p2_break_pt*server,p1_place_ge*server,p1_place_le*server,p1_sets*server,p2_sets*server,p1_games*server,p2_games*server,past_time*server,p2_trend*server,p1_trend*server,set_no*server,game_no*server,point_no_to_start*server
7.083333333333333,1,2,11,0,0,1,0,-1,1,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,21.235,27.427,5.0,110.0,6.0,-6.0,0.0,0,0,0,0.7333333333333334,0,0,0,0,1,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,6.0,-6.0,-1.0,-2.0,-0.0
7.466666666666667,1,2,12,0,0,1,0,-1,1,7,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.785,4.915,1.0,112.0,6.0,-6.0,0.38333333333333375,1,0,1,1.5499999999999998,0,0,0,1,0,0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-0.38333333333333375,6.0,-6.0,-1.0,-2.0,-1.0
8.1,1,2,13,0,0,1,0,-1,1,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,19.744,18.244,4.0,130.0,7.0,-7.0,1.0166666666666666,2,0,0,0.38333333333333375,0,0,0,1,1,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0166666666666666,7.0,-7.0,-1.0,-2.0,-2.0
8.683333333333334,1,2,14,0,0,1,0,-1,1,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,26.013,18.626,4.0,120.0,8.0,-8.0,1.6000000000000005,3,1,0,0.6333333333333329,0,0,1,0,1,0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.6000000000000005,8.0,-8.0,-1.0,-2.0,-3.0
9.183333333333334,1,2,15,0,0,1,0,-1,1,8,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,10.667,7.112,3.0,128.0,8.0,-8.0,2.1000000000000005,4,0,0,0.5833333333333339,0,0,0,1,1,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-2.1000000000000005,8.0,-8.0,-1.0,-2.0,-4.0
9.616666666666667,1,2,16,0,0,1,0,-1,2,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.399,2.237,1.0,130.0,8.0,-8.0,2.533333333333334,5,0,1,0.5,0,0,1,0,1,1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-2.533333333333334,8.0,-8.0,-1.0,-2.0,-5.0
10.333333333333334,1,2,17,0,0,1,0,-1,1,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.3,4.307,2.0,97.0,9.0,-9.0,3.250000000000001,6,0,0,0.43333333333333357,0,1,0,0,1,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-3.250000000000001,9.0,-9.0,-1.0,-2.0,-6.0
10.75,1,2,18,0,0,1,0,-1,1,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.245,5.499,1.0,124.0,9.0,-9.0,3.666666666666667,7,1,0,0.7166666666666668,1,0,0,0,1,0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-3.666666666666667,9.0,-9.0,-1.0,-2.0,-7.0
11.4,1,3,19,0,0,1,1,1,1,10,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,15.194,16.594,3.0,116.0,9.0,-9.0,0.0,0,0,0,0.4166666666666661,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-9.0,9.0,1.0,3.0,0.0
11.783333333333333,1,3,20,0,0,1,1,1,1,11,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.899,1.073,1.0,126.0,10.0,-10.0,0.38333333333333286,1,1,0,0.6500000000000004,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.38333333333333286,-10.0,10.0,1.0,3.0,1.0
12.283333333333333,1,3,21,0,0,1,1,1,1,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,18.088,34.756,5.0,127.0,11.0,-11.0,0.8833333333333329,2,1,0,0.38333333333333286,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8833333333333329,-11.0,11.0,1.0,3.0,2.0
12.733333333333333,1,3,22,0,0,1,1,1,1,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,7.288,10.818,2.0,114.0,11.0,-11.0,1.3333333333333321,3,1,0,0.5,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333321,-11.0,11.0,1.0,3.0,3.0
13.433333333333334,1,3,23,0,0,1,1,1,2,13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,42.166,32.944,9.0,127.0,12.0,-12.0,2.033333333333333,4,1,0,0.4499999999999993,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.033333333333333,-12.0,12.0,1.0,3.0,4.0
15.516666666666667,1,4,24,0,0,2,1,-1,2,13,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.782,4.479,1.0,103.0,13.0,-13.0,0.0,0,0,0,0.7000000000000011,1,0,0,0,1,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0,-1.0,-0.0,13.0,-13.0,-1.0,-4.0,-0.0
16.25,1,4,25,0,0,2,1,-1,1,13,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,12.601,13.713,3.0,107.0,13.0,-13.0,0.7333333333333325,1,0,1,2.083333333333334,1,0,0,0,1,1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-2.0,-1.0,-0.7333333333333325,13.0,-13.0,-1.0,-4.0,-1.0
16.783333333333335,1,4,26,0,0,2,1,-1,1,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,14.925,13.976,3.0,111.0,13.0,-13.0,1.2666666666666675,2,0,1,0.7333333333333325,0,1,0,0,1,1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-2.0,-1.0,-1.2666666666666675,13.0,-13.0,-1.0,-4.0,-2.0
17.133333333333333,1,4,27,0,0,2,1,-1,1,13,14,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.903,1.067,1.0,125.0,13.0,-13.0,1.6166666666666654,3,0,1,0.533333333333335,0,0,1,0,1,1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-2.0,-1.0,-1.6166666666666654,13.0,-13.0,-1.0,-4.0,-3.0
17.816666666666666,1,5,28,0,0,2,2,1,1,14,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,20.027,7.402,3.0,126.0,13.0,-13.0,0.0,0,0,0,0.34999999999999787,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-13.0,13.0,1.0,5.0,0.0
18.416666666666668,1,5,29,0,0,2,2,1,1,15,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,15.352,29.366,5.0,116.0,14.0,-14.0,0.6000000000000014,1,1,0,0.6833333333333336,0,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.6000000000000014,-14.0,14.0,1.0,5.0,1.0
18.833333333333332,1,5,30,0,0,2,2,1,1,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.285,8.276,1.0,129.0,15.0,-15.0,1.0166666666666657,2,1,0,0.6000000000000014,0,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0166666666666657,-15.0,15.0,1.0,5.0,2.0
19.333333333333332,1,5,31,0,0,2,2,1,2,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,11.974,12.523,3.0,110.0,16.0,-16.0,1.5166666666666657,3,1,0,0.4166666666666643,1,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.5166666666666657,-16.0,16.0,1.0,5.0,3.0
20.05,1,5,32,0,0,2,2,1,2,16,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.609,6.965,2.0,113.0,16.0,-16.0,2.2333333333333343,4,1,0,0.5,1,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.2333333333333343,-16.0,16.0,1.0,5.0,4.0
20.916666666666668,1,5,33,0,0,2,2,1,1,16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,8.518,12.74,2.0,104.0,16.0,-16.0,3.1000000000000014,5,1,0,0.7166666666666686,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.1000000000000014,-16.0,16.0,1.0,5.0,5.0
21.45,1,5,34,0,0,2,2,1,2,17,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,8.859,11.439,2.0,111.0,16.0,-16.0,3.633333333333333,6,0,0,0.8666666666666671,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.633333333333333,-16.0,16.0,1.0,5.0,6.0
22.316666666666666,1,5,35,0,0,2,2,1,1,18,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,30.782,25.6,5.0,97.0,17.0,-17.0,4.5,7,1,0,0.5333333333333314,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.5,-17.0,17.0,1.0,5.0,7.0
24.366666666666667,1,6,36,0,0,3,2,-1,1,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,6.824,9.574,1.0,114.0,18.0,-18.0,0.0,0,0,0,0.8666666666666671,0,0,1,0,1,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.0,-2.0,-0.0,18.0,-18.0,-1.0,-6.0,-0.0
24.883333333333333,1,6,37,0,0,3,2,-1,2,19,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,7.809,6.11,1.0,110.0,18.0,-18.0,0.5166666666666657,1,0,1,2.0500000000000007,0,0,0,1,0,1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-3.0,-2.0,-0.5166666666666657,18.0,-18.0,-1.0,-6.0,-1.0
26.083333333333332,1,6,38,0,0,3,2,-1,1,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,29.094,29.593,6.0,90.0,19.0,-19.0,1.716666666666665,2,0,0,0.5166666666666657,0,1,0,0,1,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.0,-2.0,-1.716666666666665,19.0,-19.0,-1.0,-6.0,-2.0
26.5,1,6,39,0,0,3,2,-1,1,19,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.815,5.189,1.0,125.0,19.0,-19.0,2.133333333333333,3,0,1,1.1999999999999993,0,0,1,0,1,0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-3.0,-2.0,-2.133333333333333,19.0,-19.0,-1.0,-6.0,-3.0
26.933333333333334,1,6,40,0,0,3,2,-1,2,19,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.678,2.617,1.0,127.0,19.0,-19.0,2.5666666666666664,4,0,1,0.41666666666666785,0,0,0,0,1,1,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-3.0,-2.0,-2.5666666666666664,19.0,-19.0,-1.0,-6.0,-4.0
27.7,1,7,41,0,0,3,3,1,2,20,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.043,4.667,1.0,111.0,19.0,-19.0,0.0,0,0,0,0.43333333333333357,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,-19.0,19.0,1.0,7.0,0.0
28.616666666666667,1,7,42,0,0,3,3,1,1,21,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,34.233,32.677,9.0,107.0,20.0,-20.0,0.9166666666666679,1,1,0,0.7666666666666657,0,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.9166666666666679,-20.0,20.0,1.0,7.0,1.0
29.1,1,7,43,0,0,3,3,1,1,22,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,9.872,19.138,3.0,120.0,21.0,-21.0,1.4000000000000021,2,1,0,0.9166666666666679,0,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.4000000000000021,-21.0,21.0,1.0,7.0,2.0
29.533333333333335,1,7,44,0,0,3,3,1,2,22,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.277,11.043,3.0,115.0,22.0,-22.0,1.8333333333333357,3,1,0,0.4833333333333343,0,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.8333333333333357,-22.0,22.0,1.0,7.0,3.0
30.283333333333335,1,7,45,0,0,3,3,1,2,23,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,18.076,18.664,6.0,104.0,22.0,-22.0,2.5833333333333357,4,1,0,0.43333333333333357,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.5833333333333357,-22.0,22.0,1.0,7.0,4.0
32.56666666666667,1,8,46,0,0,4,3,-1,1,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,31.727,25.324,5.0,101.0,23.0,-23.0,0.0,0,0,0,0.75,0,0,0,0,1,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.0,-3.0,-0.0,23.0,-23.0,-1.0,-8.0,-0.0
32.95,1,8,47,0,0,4,3,-1,2,24,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.879,4.853,1.0,132.0,23.0,-23.0,0.38333333333333286,1,0,1,2.283333333333335,0,0,1,0,0,0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-4.0,-3.0,-0.38333333333333286,23.0,-23.0,-1.0,-8.0,-1.0
33.55,1,8,48,0,0,4,3,-1,1,24,24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.929,0.93,0.0,132.0,24.0,-24.0,0.9833333333333272,2,0,0,0.38333333333333286,0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.0,-3.0,-0.9833333333333272,24.0,-24.0,-1.0,-8.0,-2.0
33.96666666666667,1,8,49,0,0,4,3,-1,2,25,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.427,0.849,1.0,130.0,24.0,-24.0,1.3999999999999986,3,0,1,0.5999999999999943,0,0,1,0,0,0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-4.0,-3.0,-1.3999999999999986,24.0,-24.0,-1.0,-8.0,-3.0
34.766666666666666,1,8,50,0,0,4,3,-1,2,26,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,17.838,18.464,6.0,101.0,25.0,-25.0,2.1999999999999957,4,0,0,0.4166666666666714,0,1,0,0,1,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.0,-3.0,-2.1999999999999957,25.0,-25.0,-1.0,-8.0,-4.0
36.03333333333333,1,8,51,0,0,4,3,-1,2,27,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,61.781,54.356,16.0,106.0,26.0,-26.0,3.4666666666666615,5,1,0,0.7999999999999972,0,0,0,0,1,0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-4.0,-3.0,-3.4666666666666615,26.0,-26.0,-1.0,-8.0,-5.0
37.3,1,9,52,0,0,5,3,1,1,28,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,29.677,19.121,6.0,106.0,27.0,-27.0,0.0,0,0,0,1.2666666666666657,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,-27.0,27.0,1.0,9.0,0.0
37.733333333333334,1,9,53,0,0,5,3,1,2,28,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.341,4.725,1.0,115.0,28.0,-28.0,0.4333333333333371,1,1,0,1.2666666666666657,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.4333333333333371,-28.0,28.0,1.0,9.0,1.0
38.43333333333333,1,9,54,0,0,5,3,1,1,29,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.528,7.524,2.0,100.0,28.0,-28.0,1.1333333333333329,2,0,0,0.4333333333333371,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.1333333333333329,-28.0,28.0,1.0,9.0,2.0
38.9,1,9,55,0,0,5,3,1,1,29,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.227,6.116,1.0,122.0,29.0,-29.0,1.6000000000000014,3,1,0,0.6999999999999957,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.6000000000000014,-29.0,29.0,1.0,9.0,3.0
39.483333333333334,1,9,56,0,0,5,3,1,1,30,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,11.654,11.702,4.0,115.0,29.0,-29.0,2.183333333333337,4,0,0,0.46666666666666856,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.183333333333337,-29.0,29.0,1.0,9.0,4.0
40.016666666666666,1,9,57,0,0,5,3,1,1,30,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,11.34,11.519,3.0,129.0,30.0,-30.0,2.7166666666666686,5,1,0,0.5833333333333357,0,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.7166666666666686,-30.0,30.0,1.0,9.0,5.0
40.55,1,9,58,0,0,5,3,1,1,31,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,9.299,8.077,2.0,113.0,30.0,-30.0,3.25,6,0,0,0.5333333333333314,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.25,-30.0,30.0,1.0,9.0,6.0
41.38333333333333,1,9,59,0,0,5,3,1,2,31,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,31.428,29.751,7.0,114.0,31.0,-31.0,4.083333333333336,7,1,0,0.5333333333333314,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,4.083333333333336,-31.0,31.0,1.0,9.0,7.0
